"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"53949" "C0004623" "ENG" "S" "L0738402" "PF" "S0815637" "N" "A0875068" NA "" "" "ICD10" "HT" "A49" "Bacterial infection of unspecified site" 3 "N" 256 NA
"54020" "C0004626" "ENG" "P" "L0520090" "PF" "S0596838" "Y" "A0651895" NA "" "" "ICD10" "PT" "J15.9" "Bacterial pneumonia, unspecified" 3 "N" NA NA
"54589" "C0004681" "ENG" "P" "L0004681" "PF" "S0017650" "N" "A0028967" NA "" "" "ICD10" "PT" "J67.1" "Bagassosis" 3 "N" 256 NA
"54664" "C0004691" "ENG" "P" "L0004691" "PF" "S0003018" "N" "A0007770" NA "" "" "ICD10" "PT" "N48.1" "Balanoposthitis" 3 "N" 256 NA
"54679" "C0004692" "ENG" "P" "L0004692" "PF" "S0017670" "N" "A0029010" NA "" "" "ICD10" "PT" "A07.0" "Balantidiasis" 3 "N" 256 NA
"54755" "C0004698" "ENG" "P" "L0004698" "VC" "S0472212" "Y" "A0536902" NA "" "" "ICD10" "PT" "N15.0" "Balkan nephropathy" 3 "N" NA NA
"54913" "C0004712" "ENG" "P" "L0004712" "VO" "S0844379" "Y" "A0902612" NA "" "" "ICD10" "PT" "G37.5" "Concentric sclerosis [Balo]" 3 "N" NA NA
"55531" "C0004766" "ENG" "P" "L0004766" "PF" "S0218565" "Y" "A0242866" NA "" "" "ICD10" "PT" "N75.1" "Abscess of Bartholin's gland" 3 "N" 256 NA
"55540" "C0004767" "ENG" "P" "L0004767" "PF" "S0218564" "Y" "A0242860" NA "" "" "ICD10" "PT" "N75.0" "Cyst of Bartholin's gland" 3 "N" 256 NA
"55636" "C0004771" "ENG" "S" "L0004774" "PF" "S0017848" "N" "A0029240" NA "" "" "ICD10" "HT" "A44" "Bartonellosis" 3 "N" 256 NA
"55654" "C0004771" "ENG" "S" "L0521318" "PF" "S0597368" "Y" "A0652578" NA "" "" "ICD10" "PT" "A44.9" "Bartonellosis, unspecified" 3 "N" 256 NA
"57340" "C0004936" "ENG" "S" "L0297170" "PF" "S1458434" "Y" "A1411623" NA "" "" "ICD10" "HT" "F99-F99.9" "Unspecified mental disorder" 3 "N" NA NA
"57346" "C0004936" "ENG" "S" "L0562877" "PF" "S0687423" "Y" "A0743018" NA "" "" "ICD10" "PT" "F99" "Mental disorder, not otherwise specified" 3 "N" NA NA
"57516" "C0004943" "ENG" "S" "L0161330" "PF" "S0225460" "Y" "A0246943" NA "" "" "ICD10" "PT" "M35.2" "Behcet's disease" 3 "N" NA NA
"57902" "C0004991" "ENG" "S" "L0743387" "PF" "S0817117" "Y" "A0876611" NA "" "" "ICD10" "PX" "D12.6" "Benign neoplasm of colon, unspecified" 3 "N" NA NA
"57903" "C0004991" "ENG" "S" "L0789157" "PF" "S0842512" "Y" "A0900752" NA "" "" "ICD10" "PS" "D12.6" "Colon, unspecified" 3 "Y" NA NA
"57908" "C0004992" "ENG" "P" "L0004992" "PF" "S0217786" "N" "A0240454" NA "" "" "ICD10" "PX" "D33.3" "Benign neoplasm of cranial nerves" 3 "N" 256 NA
"57917" "C0004992" "ENG" "S" "L0010268" "PF" "S0850091" "Y" "A0908832" NA "" "" "ICD10" "PS" "D33.3" "Cranial nerves" 3 "Y" NA NA
"57938" "C0004994" "ENG" "P" "L0004994" "VC" "S0217780" "Y" "A0240432" NA "" "" "ICD10" "PX" "D16.5" "Benign neoplasm of lower jaw bone" 3 "N" NA NA
"57939" "C0004994" "ENG" "S" "L0024051" "PF" "S0005357" "Y" "A0013539" NA "" "" "ICD10" "PS" "D16.5" "Lower jaw bone" 3 "Y" NA NA
"57948" "C0004997" "ENG" "S" "L0004997" "PF" "S0217785" "Y" "A0240448" NA "" "" "ICD10" "PT" "D27" "Benign neoplasm of ovary" 3 "N" 256 NA
"59300" "C0005122" "ENG" "P" "L0005122" "PF" "S0018428" "Y" "A0030057" NA "" "" "ICD10" "PT" "E51.1" "Beriberi" 3 "N" 256 NA
"59470" "C0005138" "ENG" "P" "L0005138" "PF" "S0018457" "N" "A0030099" NA "" "" "ICD10" "PT" "J63.2" "Berylliosis" 3 "N" 256 NA
"60303" "C0005283" "ENG" "P" "L0005283" "VO" "S0600116" "Y" "A0655573" NA "" "" "ICD10" "PT" "D56.1" "Beta thalassaemia" 3 "N" NA NA
"61552" "C0005411" "ENG" "S" "L0517194" "PF" "S0593861" "Y" "A0649185" NA "" "" "ICD10" "PT" "Q44.2" "Atresia of bile ducts" 3 "N" 256 NA
"61619" "C0005417" "ENG" "P" "L0016170" "PF" "S0218483" "Y" "A0242583" NA "" "" "ICD10" "PT" "K83.3" "Fistula of bile duct" 3 "N" 256 NA
"61696" "C0005424" "ENG" "S" "L0745732" "PF" "S0860430" "Y" "A0918867" NA "" "" "ICD10" "PT" "K83.9" "Disease of biliary tract, unspecified" 3 "N" NA NA
"63823" "C0005586" "ENG" "S" "L0005583" "PF" "S0217955" "N" "A0240977" NA "" "" "ICD10" "HT" "F31" "Bipolar affective disorder" 3 "N" 256 NA
"63840" "C0005586" "ENG" "S" "L0495913" "PF" "S0601094" "Y" "A0656641" NA "" "" "ICD10" "PT" "F31.9" "Bipolar affective disorder, unspecified" 3 "N" NA NA
"63971" "C0005592" "ENG" "P" "L0005592" "PF" "S0819088" "Y" "A0878629" NA "" "" "ICD10" "PT" "J67.2" "Bird fancier's lung" 3 "N" NA NA
"64168" "C0005604" "ENG" "S" "L0005611" "PF" "S0004703" "N" "A0011968" NA "" "" "ICD10" "HT" "P10-P15.9" "Birth trauma" 3 "N" 256 NA
"64176" "C0005604" "ENG" "S" "L0747416" "PF" "S0819332" "Y" "A0878893" NA "" "" "ICD10" "PT" "P15.9" "Birth injury, unspecified" 3 "N" 256 NA
"64956" "C0005683" "ENG" "S" "L0005683" "PF" "S0831855" "Y" "A0889936" NA "" "" "ICD10" "PT" "N21.0" "Calculus in bladder" 3 "N" 256 NA
"65040" "C0005684" "ENG" "S" "L0180440" "PF" "S0244963" "N" "A0269825" NA "" "" "ICD10" "HT" "C67" "Malignant neoplasm of bladder" 3 "N" NA NA
"65058" "C0005684" "ENG" "S" "L0748815" "PF" "S0940528" "Y" "A0996323" NA "" "" "ICD10" "PX" "C67.9" "Malignant neoplasm of bladder, unspecified" 3 "N" NA NA
"65059" "C0005684" "ENG" "S" "L0748916" "PF" "S0819837" "Y" "A0879433" NA "" "" "ICD10" "PS" "C67.9" "Bladder, unspecified" 3 "Y" NA NA
"65091" "C0005686" "ENG" "S" "L0041796" "PF" "S0819769" "Y" "A0879350" NA "" "" "ICD10" "PT" "N32.9" "Bladder disorder, unspecified" 3 "N" 256 NA
"65138" "C0005689" "ENG" "S" "L0015339" "PF" "S0218821" "Y" "A0243624" NA "" "" "ICD10" "PT" "Q64.1" "Exstrophy of urinary bladder" 3 "N" 256 NA
"65224" "C0005694" "ENG" "P" "L0005694" "VO" "S0819838" "Y" "A0879434" NA "" "" "ICD10" "PT" "N32.0" "Bladder-neck obstruction" 3 "N" NA NA
"65587" "C0005716" "ENG" "P" "L0005716" "PF" "S0019549" "N" "A0031356" NA "" "" "ICD10" "HT" "B40" "Blastomycosis" 3 "N" 256 NA
"65600" "C0005716" "ENG" "S" "L0527456" "PF" "S0601550" "Y" "A0657152" NA "" "" "ICD10" "PT" "B40.9" "Blastomycosis, unspecified" 3 "N" 256 NA
"65708" "C0005741" "ENG" "P" "L0005741" "PF" "S0019577" "N" "A0031408" NA "" "" "ICD10" "PT" "H01.0" "Blepharitis" 3 "N" 256 NA
"65719" "C0005741" "ENG" "S" "L0182045" "PF" "S0912534" "Y" "A0969167" NA "" "" "ICD10" "PT" "H01.9" "Inflammation of eyelid, unspecified" 3 "N" NA NA
"65747" "C0005742" "ENG" "P" "L0005742" "PF" "S0002889" "Y" "A0007487" NA "" "" "ICD10" "PT" "H02.3" "Blepharochalasis" 3 "N" 256 NA
"65753" "C0005743" "ENG" "P" "L0005743" "PF" "S0003020" "Y" "A0007786" NA "" "" "ICD10" "PT" "H10.5" "Blepharoconjunctivitis" 3 "N" 256 NA
"65791" "C0005745" "ENG" "S" "L0034007" "PF" "S0218151" "Y" "A0241511" NA "" "" "ICD10" "PT" "H02.4" "Ptosis of eyelid" 3 "N" 256 NA
"65838" "C0005747" "ENG" "P" "L0005747" "PF" "S0019582" "N" "A0031430" NA "" "" "ICD10" "PT" "G24.5" "Blepharospasm" 3 "N" 256 NA
"66330" "C0005779" "ENG" "S" "L0787903" "PF" "S0841392" "Y" "A0899653" NA "" "" "ICD10" "PT" "D68.9" "Coagulation defect, unspecified" 3 "N" 256 NA
"69088" "C0005937" "ENG" "P" "L0185331" "PF" "S0249934" "Y" "A0282676" NA "" "" "ICD10" "PT" "M85.4" "Solitary bone cyst" 3 "N" 256 NA
"69228" "C0005940" "ENG" "S" "L0753798" "PF" "S0860765" "Y" "A0919294" NA "" "" "ICD10" "PT" "M89.9" "Disorder of bone, unspecified" 3 "N" NA NA
"70946" "C0006057" "ENG" "P" "L0006057" "PF" "S0020286" "Y" "A0032292" NA "" "" "ICD10" "PT" "A05.1" "Botulism" 3 "N" 256 NA
"70991" "C0006060" "ENG" "P" "L0795846" "PF" "S1032605" "Y" "A1090152" NA "" "" "ICD10" "PT" "A77.1" "Spotted fever due to Rickettsia conorii" 3 "N" 256 NA
"71715" "C0006107" "ENG" "S" "L0085150" "PF" "S0001655" "Y" "A0004260" NA "" "" "ICD10" "PT" "S06.0" "Concussion" 3 "N" 256 NA
"71851" "C0006111" "ENG" "S" "L0756023" "PF" "S0860767" "Y" "A0919297" NA "" "" "ICD10" "PT" "G93.9" "Disorder of brain, unspecified" 3 "N" NA NA
"72033" "C0006114" "ENG" "P" "L0007779" "VO" "S0615765" "Y" "A0670714" NA "" "" "ICD10" "PT" "G93.6" "Cerebral oedema" 3 "N" 256 NA
"72450" "C0006142" "ENG" "P" "L0531189" "PF" "S0683605" "N" "A0738501" NA "" "" "ICD10" "HT" "C50" "Malignant neoplasm of breast" 3 "N" 256 NA
"72451" "C0006142" "ENG" "P" "L0531189" "PF" "S0683605" "N" "A0738502" NA "" "" "ICD10" "HT" "C50-C50.9" "Malignant neoplasm of breast" 3 "N" 256 NA
"72467" "C0006142" "ENG" "S" "L0758769" "PF" "S0940534" "Y" "A0996339" NA "" "" "ICD10" "PX" "C50.9" "Malignant neoplasm of breast, unspecified" 3 "N" NA NA
"72468" "C0006142" "ENG" "S" "L0758851" "PF" "S0822329" "Y" "A0881967" NA "" "" "ICD10" "PS" "C50.9" "Breast, unspecified" 3 "Y" NA NA
"72536" "C0006145" "ENG" "S" "L0012712" "VC" "S0219314" "Y" "A0244405" NA "" "" "ICD10" "HT" "N60-N64.9" "Disorders of breast" 3 "N" NA NA
"72541" "C0006145" "ENG" "S" "L0041763" "PF" "S0860770" "Y" "A0919302" NA "" "" "ICD10" "PT" "N64.9" "Disorder of breast, unspecified" 3 "N" NA NA
"72848" "C0006181" "ENG" "P" "L0759402" "PF" "S1007172" "Y" "A1064957" NA "" "" "ICD10" "PT" "A75.1" "Recrudescent typhus [Brill's disease]" 3 "N" NA NA
"73832" "C0006267" "ENG" "P" "L0006267" "PF" "S0020739" "Y" "A0032861" NA "" "" "ICD10" "PT" "J47" "Bronchiectasis" 3 "N" 256 NA
"73968" "C0006277" "ENG" "S" "L0006278" "PF" "S0218326" "Y" "A0242112" NA "" "" "ICD10" "PT" "J40" "Bronchitis, not specified as acute or chronic" 3 "N" NA NA
"74161" "C0006285" "ENG" "S" "L0760003" "PF" "S0822649" "Y" "A0882285" NA "" "" "ICD10" "PT" "J18.0" "Bronchopneumonia, unspecified" 3 "N" NA NA
"74217" "C0006288" "ENG" "P" "L0310846" "PF" "S0734317" "Y" "A0794577" NA "" "" "ICD10" "PT" "Q33.2" "Sequestration of lung" 3 "N" 256 NA
"74445" "C0006309" "ENG" "P" "L0006309" "PF" "S0020809" "N" "A0032997" NA "" "" "ICD10" "HT" "A23" "Brucellosis" 3 "N" 256 NA
"74466" "C0006309" "ENG" "S" "L0531891" "PF" "S0605450" "Y" "A0661349" NA "" "" "ICD10" "PT" "A23.9" "Brucellosis, unspecified" 3 "N" 256 NA
"75732" "C0006413" "ENG" "S" "L0006414" "VO" "S0605837" "Y" "A0661811" NA "" "" "ICD10" "PS" "C83.7" "Burkitt's tumour" 3 "Y" NA NA
"75749" "C0006413" "ENG" "S" "L0761308" "VO" "S0823467" "Y" "A0883134" NA "" "" "ICD10" "PX" "C83.7" "Burkitt's tumour non-Hodgkin's lymphoma" 3 "N" NA NA
"75911" "C0006420" "ENG" "P" "L0762002" "PF" "S0823575" "Y" "A0883248" NA "" "" "ICD10" "PT" "T28.4" "Burn of other and unspecified internal organs" 3 "N" NA NA
"76884" "C0006542" "ENG" "P" "L0006542" "PF" "S0021214" "N" "A0033575" NA "" "" "ICD10" "PT" "J66.0" "Byssinosis" 3 "N" 256 NA
"77310" "C0006625" "ENG" "P" "L0006625" "PF" "S0021493" "N" "A0033840" NA "" "" "ICD10" "PT" "R64" "Cachexia" 3 "N" 256 NA
"77773" "C0006664" "ENG" "P" "L0006664" "PF" "S0003210" "Y" "A0008399" NA "" "" "ICD10" "PT" "L94.2" "Calcinosis cutis" 3 "N" 256 NA
"78372" "C0006705" "ENG" "P" "L0006705" "PF" "S0217878" "Y" "A0240748" NA "" "" "ICD10" "PT" "E83.5" "Disorders of calcium metabolism" 3 "N" 256 NA
"78707" "C0006741" "ENG" "S" "L0769727" "PF" "S0831866" "Y" "A0889952" NA "" "" "ICD10" "PT" "K80.2" "Calculus of gallbladder without cholecystitis" 3 "N" NA NA
"79837" "C0006826" "ENG" "P" "L0027649" "VC" "S0940680" "Y" "A0996637" NA "" "" "ICD10" "HT" "C00-C97.9" "Malignant neoplasms" 3 "N" NA NA
"79847" "C0006826" "ENG" "S" "L0024625" "PF" "S0217758" "Y" "A0240354" NA "" "" "ICD10" "PT" "C80" "Malignant neoplasm without specification of site" 3 "N" 256 NA
"79988" "C0006840" "ENG" "P" "L0006840" "PF" "S0021852" "N" "A0034417" NA "" "" "ICD10" "HT" "B37" "Candidiasis" 3 "N" 256 NA
"80003" "C0006840" "ENG" "S" "L0535256" "PF" "S0613094" "Y" "A0667584" NA "" "" "ICD10" "PT" "B37.9" "Candidiasis, unspecified" 3 "N" 256 NA
"80051" "C0006842" "ENG" "P" "L0006842" "VO" "S0832109" "Y" "A0890229" NA "" "" "ICD10" "PT" "B37.2" "Candidiasis of skin and nail" 3 "N" NA NA
"80153" "C0006849" "ENG" "S" "L0770564" "PF" "S0832106" "Y" "A0890225" NA "" "" "ICD10" "PT" "B37.0" "Candidal stomatitis" 3 "N" 256 NA
"80408" "C0006866" "ENG" "P" "L0006866" "PF" "S0000644" "Y" "A0001779" NA "" "" "ICD10" "PT" "J66.2" "Cannabinosis" 3 "N" 256 NA
"80631" "C0006899" "ENG" "P" "L0288995" "PF" "S0669082" "Y" "A0724439" NA "" "" "ICD10" "PT" "B81.1" "Intestinal capillariasis" 3 "N" 256 NA
"83134" "C0007099" "ENG" "S" "L0772413" "PF" "S0832933" "Y" "A0891224" NA "" "" "ICD10" "PT" "D09.9" "Carcinoma in situ, unspecified" 3 "N" NA NA
"83179" "C0007100" "ENG" "P" "L0007100" "PF" "S0217790" "Y" "A0240469" NA "" "" "ICD10" "PT" "D09.7" "Carcinoma in situ of other specified sites" 3 "N" 256 NA
"83189" "C0007102" "ENG" "S" "L0180265" "PF" "S0244788" "N" "A0269190" NA "" "" "ICD10" "HT" "C18" "Malignant neoplasm of colon" 3 "N" NA NA
"83208" "C0007102" "ENG" "S" "L0547230" "PF" "S0683654" "Y" "A0738595" NA "" "" "ICD10" "PX" "C18.9" "Malignant neoplasm of colon, unspecified" 3 "N" NA NA
"83209" "C0007102" "ENG" "S" "L0789157" "PF" "S0842512" "Y" "A0900751" NA "" "" "ICD10" "PS" "C18.9" "Colon, unspecified" 3 "Y" NA NA
"83232" "C0007103" "ENG" "P" "L0826133" "PF" "S0940551" "N" "A0996389" NA "" "" "ICD10" "PX" "C54.1" "Malignant neoplasm of endometrium" 3 "N" 256 NA
"83238" "C0007103" "ENG" "S" "L0014180" "PF" "S0037683" "Y" "A0054311" NA "" "" "ICD10" "PS" "C54.1" "Endometrium" 3 "Y" NA NA
"83249" "C0007107" "ENG" "P" "L0180315" "PF" "S0244838" "N" "A0269399" NA "" "" "ICD10" "HT" "C32" "Malignant neoplasm of larynx" 3 "N" 256 NA
"83268" "C0007107" "ENG" "S" "L0590659" "PF" "S0683819" "Y" "A0738859" NA "" "" "ICD10" "PX" "C32.9" "Malignant neoplasm of larynx, unspecified" 3 "N" NA NA
"83269" "C0007107" "ENG" "S" "L0864219" "PF" "S0926976" "Y" "A0983368" NA "" "" "ICD10" "PS" "C32.9" "Larynx, unspecified" 3 "Y" NA NA
"83340" "C0007114" "ENG" "S" "L0594034" "PF" "S0684093" "Y" "A0739307" NA "" "" "ICD10" "PT" "C44.9" "Malignant neoplasm of skin, unspecified" 3 "N" NA NA
"83358" "C0007115" "ENG" "S" "L0180483" "PF" "S0245006" "Y" "A0270027" NA "" "" "ICD10" "PT" "C73" "Malignant neoplasm of thyroid gland" 3 "N" 256 NA
"83655" "C0007124" "ENG" "S" "L0772405" "PF" "S0918875" "Y" "A0975846" NA "" "" "ICD10" "PT" "D05.1" "Intraductal carcinoma in situ" 3 "N" NA NA
"84641" "C0007192" "ENG" "P" "L0007192" "PF" "S0354923" "Y" "A0388969" NA "" "" "ICD10" "PT" "I42.6" "Alcoholic cardiomyopathy" 3 "N" NA NA
"84685" "C0007193" "ENG" "P" "L0012361" "VCW" "S0631872" "Y" "A0687849" NA "" "" "ICD10" "PT" "I42.0" "Dilated cardiomyopathy" 3 "N" NA NA
"84750" "C0007194" "ENG" "S" "L0007195" "PF" "S0000623" "Y" "A0001731" NA "" "" "ICD10" "PT" "I42.1" "Obstructive hypertrophic cardiomyopathy" 3 "N" 256 NA
"85173" "C0007222" "ENG" "S" "L0537411" "PF" "S0614437" "Y" "A0669174" NA "" "" "ICD10" "PT" "I51.6" "Cardiovascular disease, unspecified" 3 "N" 256 NA
"85297" "C0007237" "ENG" "S" "L0379909" "PF" "S0475317" "N" "A0540482" NA "" "" "ICD10" "HT" "Z50" "Care involving use of rehabilitation procedures" 3 "N" 256 NA
"85301" "C0007237" "ENG" "S" "L0771925" "PF" "S0833281" "Y" "A0891639" NA "" "" "ICD10" "PT" "Z50.9" "Care involving use of rehabilitation procedure, unspecified" 3 "N" NA NA
"86117" "C0007286" "ENG" "P" "L0007286" "VC" "S0362449" "Y" "A0399502" NA "" "" "ICD10" "PT" "G56.0" "Carpal tunnel syndrome" 3 "N" NA NA
"86346" "C0007302" "ENG" "S" "L0543442" "PF" "S0837317" "Y" "A0895773" NA "" "" "ICD10" "HT" "M91-M94.9" "Chondropathies" 3 "N" NA NA
"86349" "C0007302" "ENG" "S" "L0773802" "PF" "S0860774" "Y" "A0919308" NA "" "" "ICD10" "PT" "M94.9" "Disorder of cartilage, unspecified" 3 "N" NA NA
"86815" "C0007361" "ENG" "P" "L0007361" "VC" "S0362514" "Y" "A0399618" NA "" "" "ICD10" "PT" "A28.1" "Cat-scratch disease" 3 "N" NA NA
"88365" "C0007462" "ENG" "P" "L0007462" "PF" "S0023024" "Y" "A0035965" NA "" "" "ICD10" "PT" "G56.4" "Causalgia" 3 "N" 256 NA
"89172" "C0007570" "ENG" "P" "L0007570" "VO" "S0620657" "Y" "A0676320" NA "" "" "ICD10" "PT" "K90.0" "Coeliac disease" 3 "N" 256 NA
"90622" "C0007642" "ENG" "P" "L0007642" "PF" "S0023581" "N" "A0036605" NA "" "" "ICD10" "HT" "L03" "Cellulitis" 3 "N" 256 NA
"90630" "C0007642" "ENG" "S" "L0777034" "PF" "S0834475" "Y" "A0892869" NA "" "" "ICD10" "PT" "L03.9" "Cellulitis, unspecified" 3 "N" 256 NA
"91083" "C0007682" "ENG" "S" "L0777494" "PF" "S0860775" "Y" "A0919311" NA "" "" "ICD10" "PT" "G96.9" "Disorder of central nervous system, unspecified" 3 "N" NA NA
"91159" "C0007688" "ENG" "P" "L0007688" "PF" "S0362806" "Y" "A0400035" NA "" "" "ICD10" "PT" "H34.1" "Central retinal artery occlusion" 3 "N" NA NA
"91527" "C0007722" "ENG" "S" "L0747182" "VO" "S0834732" "Y" "A0893147" NA "" "" "ICD10" "PT" "P12.0" "Cephalhaematoma due to birth injury" 3 "N" NA NA
"92613" "C0007775" "ENG" "P" "L0007775" "PF" "S0218246" "Y" "A0241810" NA "" "" "ICD10" "PT" "I67.2" "Cerebral atherosclerosis" 3 "N" NA NA
"92767" "C0007785" "ENG" "P" "L0007785" "VC" "S0615750" "N" "A0670690" NA "" "" "ICD10" "HT" "I63" "Cerebral infarction" 3 "N" NA NA
"92778" "C0007785" "ENG" "S" "L0778016" "PF" "S0834931" "Y" "A0893390" NA "" "" "ICD10" "PT" "I63.9" "Cerebral infarction, unspecified" 3 "N" 256 NA
"92891" "C0007787" "ENG" "S" "L0733771" "VO" "S1048528" "Y" "A1106142" NA "" "" "ICD10" "PT" "G45.9" "Transient cerebral ischaemic attack, unspecified" 3 "N" NA NA
"93126" "C0007795" "ENG" "S" "L0296222" "PF" "S0631617" "Y" "A0687570" NA "" "" "ICD10" "PT" "G37.0" "Diffuse sclerosis" 3 "N" 256 NA
"93778" "C0007820" "ENG" "S" "L0041767" "PF" "S0834997" "Y" "A0893470" NA "" "" "ICD10" "PT" "I67.9" "Cerebrovascular disease, unspecified" 3 "N" 256 NA
"93783" "C0007820" "ENG" "S" "L0290550" "VO" "S0615829" "Y" "A0670790" NA "" "" "ICD10" "HT" "I60-I69.9" "Cerebrovascular diseases" 3 "N" NA NA
"94050" "C0007847" "ENG" "S" "L0180401" "PF" "S0244924" "N" "A0269655" NA "" "" "ICD10" "HT" "C53" "Malignant neoplasm of cervix uteri" 3 "N" 256 NA
"94058" "C0007847" "ENG" "S" "L0541295" "PF" "S0683646" "Y" "A0738575" NA "" "" "ICD10" "PX" "C53.9" "Malignant neoplasm of cervix uteri, unspecified" 3 "N" NA NA
"94059" "C0007847" "ENG" "S" "L0779664" "PF" "S0835378" "Y" "A0893874" NA "" "" "ICD10" "PS" "C53.9" "Cervix uteri, unspecified" 3 "Y" NA NA
"94112" "C0007855" "ENG" "S" "L0779641" "PF" "S0993054" "Y" "A1051516" NA "" "" "ICD10" "PT" "N84.1" "Polyp of cervix uteri" 3 "N" 256 NA
"94164" "C0007859" "ENG" "S" "L0007859" "PF" "S0218714" "Y" "A0243321" NA "" "" "ICD10" "PT" "M54.2" "Cervicalgia" 3 "N" 256 NA
"94224" "C0007860" "ENG" "S" "L0779530" "PF" "S0912551" "Y" "A0969185" NA "" "" "ICD10" "PT" "N72" "Inflammatory disease of cervix uteri" 3 "N" 256 NA
"94347" "C0007868" "ENG" "S" "L0013401" "PF" "S0635396" "N" "A0691283" NA "" "" "ICD10" "HT" "N87" "Dysplasia of cervix uteri" 3 "N" 256 NA
"94354" "C0007868" "ENG" "S" "L0779539" "PF" "S0864579" "Y" "A0923299" NA "" "" "ICD10" "PT" "N87.9" "Dysplasia of cervix uteri, unspecified" 3 "N" NA NA
"94448" "C0007871" "ENG" "P" "L0779588" "PF" "S0911097" "Y" "A0967702" NA "" "" "ICD10" "PT" "N88.3" "Incompetence of cervix uteri" 3 "N" 256 NA
"94663" "C0007876" "ENG" "S" "L0779688" "VO" "S0856330" "Y" "A0914708" NA "" "" "ICD10" "PT" "O82.9" "Delivery by caesarean section, unspecified" 3 "N" NA NA
"94786" "C0007894" "ENG" "S" "L0541330" "PF" "S0615960" "Y" "A0670943" NA "" "" "ICD10" "PT" "B71.9" "Cestode infection, unspecified" 3 "N" 256 NA
"95084" "C0007933" "ENG" "S" "L0007933" "PF" "S0024088" "Y" "A0037285" NA "" "" "ICD10" "PT" "H00.1" "Chalazion" 3 "N" 256 NA
"95216" "C0007947" "ENG" "P" "L0007947" "VO" "S0024110" "Y" "A0037323" NA "" "" "ICD10" "PT" "A57" "Chancroid" 3 "N" 256 NA
"96522" "C0008031" "ENG" "S" "L0041768" "PF" "S0836007" "Y" "A0894496" NA "" "" "ICD10" "PT" "R07.4" "Chest pain, unspecified" 3 "N" 256 NA
"96816" "C0008049" "ENG" "S" "L0781258" "PF" "S1058454" "N" "A1116258" NA "" "" "ICD10" "HT" "B01" "Varicella [chickenpox]" 3 "N" NA NA
"96892" "C0008055" "ENG" "P" "L0781269" "PF" "S0836103" "Y" "A0894598" NA "" "" "ICD10" "PT" "A92.0" "Chikungunya virus disease" 3 "N" 256 NA
"96932" "C0008058" "ENG" "P" "L0008058" "PF" "S0024378" "N" "A0037680" NA "" "" "ICD10" "PS" "T69.1" "Chilblains" 3 "Y" 256 NA
"96946" "C0008058" "ENG" "S" "L0781270" "PF" "S0867993" "Y" "A0926241" NA "" "" "ICD10" "PX" "T69.1" "Effects of chilblains" 3 "N" NA NA
"98522" "C0008149" "ENG" "S" "L0542778" "PF" "S0616697" "Y" "A0671788" NA "" "" "ICD10" "PT" "A74.9" "Chlamydial infection, unspecified" 3 "N" 256 NA
"99981" "C0008297" "ENG" "P" "L0008297" "PF" "S0363271" "Y" "A0400790" NA "" "" "ICD10" "PT" "Q30.0" "Choanal atresia" 3 "N" NA NA
"100246" "C0008311" "ENG" "P" "L0008311" "PF" "S0024811" "N" "A0038433" NA "" "" "ICD10" "PT" "K83.0" "Cholangitis" 3 "N" 256 NA
"100279" "C0008312" "ENG" "P" "L0008829" "PF" "S0718043" "N" "A0776583" NA "" "" "ICD10" "PT" "K74.3" "Primary biliary cirrhosis" 3 "N" 256 NA
"100412" "C0008325" "ENG" "P" "L0008325" "PF" "S0024825" "N" "A0038475" NA "" "" "ICD10" "HT" "K81" "Cholecystitis" 3 "N" 256 NA
"100423" "C0008325" "ENG" "S" "L0543239" "PF" "S0617208" "Y" "A0672319" NA "" "" "ICD10" "PT" "K81.9" "Cholecystitis, unspecified" 3 "N" 256 NA
"100536" "C0008340" "ENG" "P" "L0008340" "VC" "S0617219" "Y" "A0672331" NA "" "" "ICD10" "PT" "Q44.4" "Choledochal cyst" 3 "N" NA NA
"100665" "C0008350" "ENG" "P" "L0008350" "PF" "S0024860" "N" "A0038548" NA "" "" "ICD10" "HT" "K80" "Cholelithiasis" 3 "N" 256 NA
"100706" "C0008354" "ENG" "P" "L0008354" "PF" "S0024863" "N" "A0038562" NA "" "" "ICD10" "HT" "A00" "Cholera" 3 "N" 256 NA
"100719" "C0008354" "ENG" "S" "L0543280" "PF" "S0617259" "Y" "A0672375" NA "" "" "ICD10" "PT" "A00.9" "Cholera, unspecified" 3 "N" 256 NA
"100924" "C0008370" "ENG" "P" "L0005397" "PF" "S0247678" "Y" "A0277686" NA "" "" "ICD10" "PT" "K83.1" "Obstruction of bile duct" 3 "N" 256 NA
"101974" "C0008445" "ENG" "P" "L0008445" "VC" "S0363332" "Y" "A0400890" NA "" "" "ICD10" "PT" "Q77.3" "Chondrodysplasia punctata" 3 "N" NA NA
"102235" "C0008475" "ENG" "P" "L0008475" "PF" "S0476153" "Y" "A0541611" NA "" "" "ICD10" "PT" "M22.4" "Chondromalacia patellae" 3 "N" NA NA
"102797" "C0008512" "ENG" "P" "L0008512" "PF" "S0003178" "Y" "A0008298" NA "" "" "ICD10" "PT" "H31.0" "Chorioretinal scars" 3 "N" 256 NA
"102812" "C0008513" "ENG" "S" "L0543567" "PF" "S0617451" "N" "A0672583" NA "" "" "ICD10" "HT" "H30" "Chorioretinal inflammation" 3 "N" 256 NA
