"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"929" "C0333189" "Cicatricial stenosis" "No_target_concept_mapped_to" NA NA
"930" "C0243085" "coexistent disease" "No_target_concept_mapped_to" NA NA
"931" "C3825293" "Headache in children" "No_target_concept_mapped_to" NA NA
"932" "C0150063" "Feeling powerless" "No_target_concept_mapped_to" NA NA
"933" "C3670701" "Hyperplasia of non-human mammary gland" "No_target_concept_mapped_to" NA NA
"934" "C0233591" "Twirling" "No_target_concept_mapped_to" NA NA
"935" "C3274051" "KRAS NP_004976.2:p.G13D" "No_target_concept_mapped_to" NA NA
"936" "C3826020" "Medical emergencies" "No_target_concept_mapped_to" NA NA
"937" "C0850878" "tuberculous effusion" "No_target_concept_mapped_to" NA NA
"938" "C0347726" "arm dislocation (non-specific)" "No_target_concept_mapped_to" NA NA
"939" "C0746848" "nerve problem nos" "No_target_concept_mapped_to" NA NA
"940" "C3825180" "Cleft palate children" "No_target_concept_mapped_to" NA NA
"941" "C0740689" "Infection Problem" "No_target_concept_mapped_to" NA NA
"942" "C1262267" "Dermatitis asteatotic" "No_target_concept_mapped_to" NA NA
"943" "C0741480" "bile duct common dilatation" "No_target_concept_mapped_to" NA NA
"944" "C0235150" "Feeling Cold" "No_target_concept_mapped_to" NA NA
"945" "C0741101" "anti social" "No_target_concept_mapped_to" NA NA
"946" "C3276549" "OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY" "No_target_concept_mapped_to" NA NA
"947" "C2830468" "Sepsis with multiple organ dysfunction" "No_target_concept_mapped_to" NA NA
"948" "C3534577" "Sinus Cancer" "No_target_concept_mapped_to" NA NA
"949" "C1265705" "Anastomosis, leaking" "No_target_concept_mapped_to" NA NA
"950" "C0544054" "Sinobronchial syndrome" "No_target_concept_mapped_to" NA NA
"951" "C3809768" "IMMUNODEFICIENCY 13" "No_target_concept_mapped_to" NA NA
"952" "C3825107" "Hypertension in old age" "No_target_concept_mapped_to" NA NA
"953" "C3826242" "Gynecologic nursing" "No_target_concept_mapped_to" NA NA
"954" "C0743364" "ear keloid" "No_target_concept_mapped_to" NA NA
"955" "C0561298" "cut of breast" "No_target_concept_mapped_to" NA NA
"956" "C0848787" "child's eating disorder" "No_target_concept_mapped_to" NA NA
"957" "C1265869" "Early necrosis" "No_target_concept_mapped_to" NA NA
"958" "C1955829" "Gene Insertion" "No_target_concept_mapped_to" NA NA
"959" "C0302158" "Leucocytic infiltrate" "No_target_concept_mapped_to" NA NA
"960" "C0856873" "Borderline diabetes" "No_target_concept_mapped_to" NA NA
"961" "C0497489" "INFERTILITY/SUBFERTILITY MALE" "No_target_concept_mapped_to" NA NA
"962" "C0233101" "abortion in third trimester" "No_target_concept_mapped_to" NA NA
"963" "C0232915" "No visible estrus" "No_target_concept_mapped_to" NA NA
"964" "C0237053" "adnexal lesion" "No_target_concept_mapped_to" NA NA
"965" "C0746882" "Chronic neutropenia" "No_target_concept_mapped_to" NA NA
"966" "C1519683" "Tumor Leakage" "No_target_concept_mapped_to" NA NA
"967" "C3275445" "IMMUNODEFICIENCY, X-LINKED, WITH MAGNESIUM DEFECT, EPSTEIN-BARR VIRUS INFECTION, AND NEOPLASIA" "No_target_concept_mapped_to" NA NA
"968" "C0744972" "HIV nephropathy" "No_target_concept_mapped_to" NA NA
"969" "C0848724" "circulation problem" "No_target_concept_mapped_to" NA NA
"970" "C2712806" "Chronic fracture" "No_target_concept_mapped_to" NA NA
"971" "C1389280" "Basal ganglia calcifications" "No_target_concept_mapped_to" NA NA
"972" "C0422879" "CNS symptom" "No_target_concept_mapped_to" NA NA
"973" "C0544926" "Mitochondrial alteration" "No_target_concept_mapped_to" NA NA
"974" "C0234558" "Cerebrospinal fluid circulation disorder" "No_target_concept_mapped_to" NA NA
"975" "C3825547" "Vesico-ureteral reflux in children" "No_target_concept_mapped_to" NA NA
"976" "C3825054" "Allergy in pregnancy" "No_target_concept_mapped_to" NA NA
"977" "C0497352" "Sinusitis acute/chronic" "No_target_concept_mapped_to" NA NA
"978" "C0549614" "gastric/duodenal" "No_target_concept_mapped_to" NA NA
"979" "C0746759" "nasal drainage" "No_target_concept_mapped_to" NA NA
"980" "C1511111" "CTNNB1 Gene Mutation" "No_target_concept_mapped_to" NA NA
"981" "C0740787" "adnexal cyst" "No_target_concept_mapped_to" NA NA
"982" "C0848728" "joint weakness" "No_target_concept_mapped_to" NA NA
"983" "C0857183" "Pre-menstrual tension syndrome" "No_target_concept_mapped_to" NA NA
"984" "C3826039" "Malocclusion in children" "No_target_concept_mapped_to" NA NA
"985" "C0748622" "sepsis bacteremia" "No_target_concept_mapped_to" NA NA
"986" "C3812632" "Sexual disorders" "No_target_concept_mapped_to" NA NA
"987" "C3554367" "EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE" "No_target_concept_mapped_to" NA NA
"988" "C0233539" "Psychic conflict" "No_target_concept_mapped_to" NA NA
"989" "C3825256" "Hypoglycemia in newborn infants" "No_target_concept_mapped_to" NA NA
"990" "C1265984" "Diffuse fibrosis" "No_target_concept_mapped_to" NA NA
"991" "C0302110" "Hemolytic crisis" "No_target_concept_mapped_to" NA NA
"992" "C2875360" "Postprocedural pain NOS" "No_target_concept_mapped_to" NA NA
"993" "C2887432" "sinus abscess" "No_target_concept_mapped_to" NA NA
"994" "C2887379" "Upper respiratory disease, acute" "No_target_concept_mapped_to" NA NA
"995" "C3826569" "Cholestasis in children" "No_target_concept_mapped_to" NA NA
"996" "C3151446" "NESTOR-GUILLERMO PROGERIA SYNDROME" "No_target_concept_mapped_to" NA NA
"997" "C0740971" "anal cancer squamous cell" "No_target_concept_mapped_to" NA NA
"998" "C0231815" "Glossopharyngeal breathing" "No_target_concept_mapped_to" NA NA
"999" "C0239175" NA "Invalid_CUI" NA NA
"1000" "C0546306" NA "Invalid_CUI" NA NA
"1001" "C0281921" NA "Invalid_CUI" NA NA
"1002" "C0545028" NA "Invalid_CUI" NA NA
"1003" "C0270489" NA "Invalid_CUI" NA NA
"1004" "C0282002" NA "Invalid_CUI" NA NA
"1005" "C0939964" NA "Invalid_CUI" NA NA
"1006" "C0543926" NA "Invalid_CUI" NA NA
"1007" "C0544829" NA "Invalid_CUI" NA NA
"1008" "C0238061" NA "Invalid_CUI" NA NA
"1009" "C0238066" NA "Invalid_CUI" NA NA
"1010" "C1260705" NA "Invalid_CUI" NA NA
"1011" "C0241333" NA "Invalid_CUI" NA NA
"1012" "C0241826" NA "Invalid_CUI" NA NA
"1013" "C0239951" NA "Invalid_CUI" NA NA
"1014" "C0332662" NA "Invalid_CUI" NA NA
"1015" "C0031058" NA "Invalid_CUI" NA NA
"1016" "C0039477" NA "Invalid_CUI" NA NA
