"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"920" "C2890325" "Perforation of intrauterine contraceptive device" "No_target_concept_mapped_to" NA NA
"921" "C3150754" "GLYCOGEN STORAGE DISEASE XV" "No_target_concept_mapped_to" NA NA
"922" "C0748194" "pus drainage" "No_target_concept_mapped_to" NA NA
"923" "C0749951" "urinary stricture" "No_target_concept_mapped_to" NA NA
"924" "C0340031" "Mucociliary clearance defect" "No_target_concept_mapped_to" NA NA
"925" "C0333649" "Cystic atrophy" "No_target_concept_mapped_to" NA NA
"926" "C0333695" "Alteration of chromosome structure" "No_target_concept_mapped_to" NA NA
"927" "C3824685" "Ketamine abuse" "No_target_concept_mapped_to" NA NA
"928" "C0795880" "22q deletion syndrome" "No_target_concept_mapped_to" NA NA
"929" "C1818787" "regulation of acute inflammatory response" "No_target_concept_mapped_to" NA NA
"930" "C1817977" "acute inflammatory response to non-antigenic stimulus" "No_target_concept_mapped_to" NA NA
"931" "C0522564" "Chronic congestion" "No_target_concept_mapped_to" NA NA
"932" "C3273703" "Molecular Sequence Variation" "No_target_concept_mapped_to" NA NA
"933" "C0742243" "chemical inhalation" "No_target_concept_mapped_to" NA NA
"934" "C2908530" "Maternal care for late fetal death" "No_target_concept_mapped_to" NA NA
"935" "C3161903" "adverse effect of selective serotonin reuptake inhibitors" "No_target_concept_mapped_to" NA NA
"936" "C1711107" "MYC Gene Mutation" "No_target_concept_mapped_to" NA NA
"937" "C0872215" "mild intolerance" "No_target_concept_mapped_to" NA NA
"938" "C0233092" NA "Invalid_CUI" NA NA
"939" "C0149876" NA "Invalid_CUI" NA NA
"940" "C0272363" NA "Invalid_CUI" NA NA
"941" "C0941062" NA "Invalid_CUI" NA NA
"942" "C0941236" NA "Invalid_CUI" NA NA
"943" "C0262535" NA "Invalid_CUI" NA NA
"944" "C0281833" NA "Invalid_CUI" NA NA
"945" "C0678772" NA "Invalid_CUI" NA NA
"946" "C0940458" NA "Invalid_CUI" NA NA
"947" "C0241778" NA "Invalid_CUI" NA NA
